1,2,2,1,2,1,8,14,15,16
4,3,4,2,3,4,6,11,13,14
3,1,3,1,5,3,6,9,9,10
4,3,3,1,1,2,6,12,12,13
4,3,2,3,4,5,0,11,10,10
5,3,3,1,1,3,0,13,12,12
5,2,3,1,2,5,4,13,13,14
4,5,2,1,2,3,0,11,10,11
4,4,3,1,3,4,4,11,12,12
4,4,4,1,3,1,0,14,15,15
5,3,2,1,2,3,21,13,13,13
4,4,3,3,4,5,14,8,9,8
2,3,3,2,2,4,2,11,11,12
1,3,2,1,1,1,4,14,15,15
4,4,2,1,1,4,0,11,12,12
5,3,5,4,5,3,15,13,12,12
3,3,4,1,1,4,0,13,13,13
4,4,4,2,4,5,10,12,11,11
5,2,1,1,2,3,6,12,11,11
4,4,4,1,3,1,2,14,16,15
3,3,3,1,4,3,4,12,13,13
4,3,3,1,1,4,0,12,12,13
4,2,5,1,2,5,0,11,10,11
2,3,1,1,1,3,0,13,13,14
3,3,3,5,5,4,9,10,9,10
5,3,2,1,1,5,4,15,16,16
5,3,3,1,1,4,4,8,8,8
4,3,2,4,5,3,2,9,10,11
3,2,3,1,2,3,0,15,15,16
3,2,3,1,2,3,0,14,12,12
4,2,4,2,4,1,0,13,13,14
5,3,3,1,3,2,0,12,12,12
4,4,2,5,5,4,0,16,16,16
4,5,2,1,1,5,4,9,10,10
5,3,3,1,2,5,0,14,13,13
4,3,3,1,1,3,18,10,10,10
5,3,1,1,1,5,16,9,8,10
4,1,1,1,1,3,14,8,7,7
4,2,1,1,2,5,6,10,8,9
5,4,2,1,1,3,4,14,14,15
5,3,5,1,2,5,4,12,11,11
2,1,1,1,1,3,2,13,13,13
5,5,4,1,1,5,14,9,9,8
5,5,4,3,5,2,16,8,7,8
3,1,2,1,1,1,8,11,9,10
4,3,3,1,3,5,4,15,14,15
4,3,2,1,1,4,4,15,14,14
2,5,5,1,4,5,8,15,15,15
3,3,3,2,3,4,0,12,12,12
5,4,5,1,1,3,7,14,14,15
5,3,1,1,4,5,2,11,11,12
4,3,2,1,1,4,10,10,9,10
4,3,4,1,2,5,4,11,10,11
5,2,2,1,1,2,2,9,12,13
5,4,5,5,5,1,12,7,8,5
4,3,2,2,4,5,0,11,12,11
4,4,5,2,4,5,8,7,8,7
5,3,3,1,3,2,4,9,11,10
3,2,5,2,5,5,4,7,8,6
3,3,2,1,3,3,2,14,13,12
4,4,2,2,4,5,0,12,12,13
4,3,4,1,3,5,2,12,12,13
4,2,3,1,1,4,2,14,15,17
4,3,3,1,1,5,0,10,10,11
4,4,5,4,4,5,4,11,10,11
3,2,3,1,1,5,4,11,11,13
4,3,1,1,1,1,4,11,13,14
5,2,2,1,1,4,0,9,10,10
3,4,1,1,1,2,2,10,11,12
1,2,3,1,2,2,8,10,12,12
4,3,2,1,1,3,2,10,10,11
5,3,2,1,1,3,2,10,11,12
3,2,3,1,1,4,2,15,12,13
4,3,3,1,1,3,0,11,12,13
4,4,4,2,3,4,8,8,8,9
4,2,5,3,4,1,6,15,16,16
4,3,5,1,2,3,12,8,9,10
3,5,2,2,2,1,2,16,17,18
4,2,5,1,2,1,8,14,14,15
4,3,3,1,1,1,6,15,16,16
4,4,4,2,3,5,6,12,12,12
4,1,1,1,1,5,15,12,9,10
3,2,4,1,4,3,6,11,12,12
3,3,3,4,3,3,0,9,8,10
4,2,3,1,2,1,0,10,10,10
3,4,4,2,4,4,10,10,10,11
5,4,5,1,2,5,12,12,12,14
4,3,1,1,1,5,10,12,13,14
4,3,3,1,1,3,0,13,13,14
5,4,3,1,1,2,0,17,17,17
4,3,2,1,4,5,2,15,16,16
4,2,2,1,2,3,0,17,18,18
3,1,2,1,1,3,0,18,19,19
4,4,3,1,3,5,0,14,15,15
2,3,4,2,3,2,2,14,13,13
4,4,5,1,2,2,0,13,14,14
4,3,3,1,1,3,0,16,17,17
1,4,2,2,2,1,0,18,18,17
4,2,4,1,1,4,0,14,15,15
4,1,1,2,2,5,0,12,13,13
5,3,4,1,1,5,0,7,7,8
4,3,3,1,1,3,0,16,16,16
5,2,2,1,2,5,0,18,18,18
4,3,1,1,1,5,0,9,10,11
4,5,3,1,2,5,0,10,10,11
3,4,4,1,2,5,2,10,10,11
5,3,3,1,2,1,2,12,12,15
3,2,4,1,4,1,8,12,12,15
4,3,4,2,5,5,2,15,15,17
5,4,4,1,1,1,9,11,10,10
4,4,4,3,3,5,0,12,11,13
5,3,3,1,1,5,0,12,12,13
4,2,3,2,2,2,2,11,12,14
4,2,5,3,4,5,2,8,9,11
1,5,5,4,3,5,12,10,10,11
5,3,4,1,1,4,2,8,8,9
3,4,3,2,3,5,0,17,18,17
3,3,3,2,3,2,0,14,14,15
4,5,5,1,2,2,0,14,14,14
4,4,5,5,5,4,2,11,10,10
5,4,4,1,3,4,0,13,12,13
4,3,3,1,2,4,4,15,14,15
4,2,5,2,5,5,2,11,12,11
5,3,4,2,2,5,0,11,10,10
4,4,3,1,1,5,0,15,15,15
5,4,2,1,2,5,6,15,14,15
5,3,4,1,1,4,8,10,11,12
4,3,3,1,1,2,0,10,9,12
4,4,4,1,1,4,6,14,13,14
4,3,2,2,3,2,0,12,13,15
4,3,3,2,2,2,0,12,12,13
4,3,3,1,3,5,6,16,16,17
3,3,1,1,2,4,18,10,12,14
4,3,3,1,2,3,0,11,12,14
5,3,2,1,2,4,4,15,14,17
5,4,5,2,3,5,0,14,13,14
4,4,3,1,3,4,0,11,12,13
4,3,4,2,2,1,10,12,15,15
4,3,5,2,4,4,4,12,16,16
4,1,2,1,1,3,6,10,13,13
3,3,2,1,1,5,0,9,12,12
4,4,4,1,3,3,11,9,11,12
4,3,4,1,3,4,0,13,17,17
4,4,2,1,2,4,2,12,15,15
4,2,2,1,1,3,0,14,17,17
3,2,2,1,3,3,8,11,15,15
3,2,5,4,4,5,5,9,10,11
5,3,4,1,4,4,10,7,11,11
4,1,4,1,3,4,10,14,17,17
5,3,1,1,1,5,5,8,10,10
3,1,2,1,2,1,4,10,13,13
1,3,4,1,1,1,0,6,8,9
4,4,3,1,1,5,0,10,11,11
5,4,4,2,2,5,0,6,6,7
1,5,1,3,5,5,0,13,14,14
5,4,3,1,2,4,0,10,10,10
4,4,3,1,2,2,4,6,7,8
3,2,3,1,2,2,0,12,11,12
5,5,5,1,3,3,2,10,11,12
4,1,3,1,1,4,0,14,16,16
4,4,3,2,4,5,4,8,9,9
5,3,4,1,2,2,0,12,13,14
5,3,4,1,2,2,7,7,9,8
5,4,5,2,4,4,8,7,9,9
5,3,3,1,1,5,0,11,11,11
4,2,2,1,1,4,6,16,16,17
5,1,2,1,1,1,3,11,13,13
4,5,4,1,2,1,2,15,15,15
4,3,3,1,1,5,0,10,11,11
4,4,5,1,1,4,4,9,10,11
1,3,2,1,2,4,0,10,8,8
4,4,2,3,3,2,0,9,10,9
5,4,3,2,1,2,0,13,14,15
5,5,5,5,5,3,4,10,11,11
4,3,2,1,1,1,0,13,10,13
4,3,3,1,1,2,1,11,10,11
4,2,2,4,3,2,0,13,12,14
4,4,3,2,2,5,2,14,11,12
3,4,4,3,4,5,6,11,11,11
3,4,4,2,3,5,9,9,8,8
3,2,3,1,3,4,0,10,9,11
4,3,3,1,2,4,1,13,12,13
4,3,1,1,1,3,0,13,12,13
4,4,4,2,3,5,2,12,11,12
4,3,2,1,1,4,0,14,14,16
2,4,3,2,3,4,4,10,8,10
4,2,4,3,5,3,2,10,11,11
5,3,2,1,1,4,0,12,13,14
5,4,3,1,1,5,2,10,8,8
4,3,3,2,4,3,11,12,10,11
3,4,3,1,1,1,0,7,7,8
4,4,4,1,1,2,0,9,9,10
5,5,3,1,1,3,2,9,10,11
5,2,1,1,3,4,0,9,10,9
4,3,4,1,2,1,6,7,7,8
4,3,5,1,2,4,0,11,10,11
4,4,3,1,4,3,1,9,10,10
3,3,2,1,1,2,6,7,9,10
5,3,1,1,1,3,6,7,9,9
4,4,3,3,4,4,0,8,9,10
1,1,4,4,1,1,12,7,8,9
3,3,2,1,1,3,2,8,10,10
2,4,4,3,5,5,5,9,9,10
4,4,5,1,3,3,0,8,9,9
4,5,4,1,1,4,0,14,13,13
4,4,4,2,2,4,2,14,14,14
5,4,5,3,4,5,0,10,11,10
4,2,5,1,2,5,0,17,16,16
5,3,5,5,5,1,12,6,7,7
4,2,5,1,5,5,8,14,12,13
1,3,5,3,5,3,2,10,8,9
2,2,1,1,1,5,0,14,14,14
4,4,5,1,2,5,0,11,11,11
3,3,4,2,4,3,8,11,9,10
4,3,3,1,1,3,0,11,11,10
4,4,5,1,2,5,0,10,9,9
5,3,2,1,1,1,0,15,17,17
4,3,2,1,1,5,9,7,7,7
3,1,3,1,3,1,0,8,6,8
2,3,5,1,4,3,8,9,8,10
4,3,3,2,3,2,0,14,16,16
2,3,2,1,3,1,8,8,5,8
5,2,1,1,1,2,0,8,7,0
4,3,2,1,3,5,6,6,8,8
3,3,3,1,1,2,0,8,10,10
4,3,4,1,2,3,4,8,8,8
4,2,1,1,1,2,2,7,9,8
4,2,3,1,2,5,1,13,14,14
5,1,3,2,2,3,0,10,9,10
5,1,3,1,2,5,1,11,11,11
4,1,4,5,5,3,8,7,10,9
5,1,3,3,3,1,0,10,10,10
4,2,2,1,4,5,2,9,7,8
5,4,5,2,3,5,8,13,14,14
4,3,3,1,2,5,11,12,13,12
4,3,3,2,2,5,2,11,11,11
1,2,4,2,2,1,8,9,10,10
4,3,3,2,2,1,5,9,11,11
5,1,3,1,1,5,0,11,9,11
5,3,5,1,4,5,1,10,11,12
5,4,4,3,4,5,8,8,9,8
5,2,5,1,1,5,0,13,15,16
4,1,2,2,1,2,0,10,11,11
4,1,2,2,2,5,0,12,13,13
4,1,2,2,2,1,0,13,14,13
4,4,3,3,4,4,2,9,9,10
3,5,5,2,2,4,3,10,11,10
4,3,4,1,1,3,5,13,14,13
4,4,4,2,4,5,4,9,10,11
5,4,4,1,1,5,2,7,9,10
5,5,5,3,5,5,0,8,13,10
4,3,2,1,1,4,0,12,12,13
5,4,3,1,1,1,0,11,13,12
1,2,1,2,3,5,0,7,0,0
4,5,5,2,4,5,0,10,10,9
3,2,1,1,1,3,4,6,11,9
4,4,5,1,3,3,9,4,8,8
5,4,3,2,4,4,6,7,8,8
4,4,3,1,3,5,4,8,9,9
2,5,5,1,1,1,8,5,5,7
4,3,2,1,2,5,9,7,9,10
4,4,3,2,4,4,12,8,11,10
5,4,4,3,4,2,8,10,11,10
2,5,5,5,5,5,8,9,10,11
5,4,4,3,3,2,8,10,9,11
4,5,4,2,3,3,4,8,9,10
4,3,3,2,3,3,0,9,10,9
4,4,4,3,3,5,4,8,9,10
4,3,3,1,1,5,2,6,8,8
4,4,3,1,1,5,0,10,11,11
4,2,3,2,2,3,5,8,7,8
2,3,3,1,2,4,3,7,6,8
3,2,2,1,1,5,0,8,10,9
5,5,1,1,1,3,0,7,10,10
3,4,4,2,2,5,3,7,8,7
4,3,5,1,1,1,2,12,13,14
4,4,3,1,2,4,0,12,13,14
4,3,3,1,2,4,0,17,18,18
4,3,3,1,1,4,0,9,0,0
4,1,4,5,5,1,8,10,11,11
1,3,1,1,1,2,4,8,8,10
5,3,1,1,1,5,0,5,0,0
4,4,2,1,2,2,2,9,10,10
4,2,3,3,1,5,0,18,18,18
5,3,3,1,2,2,5,11,11,12
5,2,3,1,2,3,2,8,10,11
4,1,1,1,1,4,0,11,11,12
4,2,1,1,1,4,5,14,14,15
5,3,4,1,1,5,0,10,10,10
4,3,3,1,2,5,2,12,12,12
1,2,3,1,2,5,0,15,14,15
3,3,2,1,2,3,2,14,13,14
5,3,2,1,1,4,0,19,17,18
4,3,2,1,3,3,6,13,12,13
3,2,2,1,2,3,0,13,13,13
3,3,4,2,4,3,0,8,10,9
4,2,2,2,2,5,0,15,16,16
5,2,1,1,2,1,0,8,8,9
5,2,3,1,2,4,0,10,10,10
4,3,3,2,3,3,3,9,10,10
3,4,3,1,1,3,8,10,11,12
5,4,4,1,1,1,0,15,17,17
4,3,2,1,2,4,4,10,11,12
5,4,3,3,4,2,1,13,14,14
4,5,4,2,3,1,10,8,9,9
4,4,3,1,3,5,0,7,7,0
5,4,3,4,3,3,0,7,7,0
5,3,3,1,3,4,0,14,17,15
4,4,3,2,2,5,4,7,9,10
5,4,2,1,2,5,4,10,11,10
4,3,4,1,1,1,4,15,15,16
2,4,5,3,4,2,6,10,10,10
4,4,1,3,4,5,4,10,11,11
